1,960,-235.58004168673807
2,960,-210.57553168961982
3,865,-283.4125636272314
4,1370,-293.41933492689395
5,660,-218.16875506099367
6,755,-169.1146729366567
7,1369,-264.1054320035819
8,1164,-256.6792882426524
9,1165,-278.0701011242304
10,960,-192.92763214324157
11,1070,-215.45962981502598
12,960,-243.13013150461734
13,660,-159.22458806656155
14,755,-204.22021256499906
15,755,-124.77092521166355
16,1070,-288.58395113008237
17,1781,-481.8081854936151
18,1070,-303.40024172022305
19,1274,-368.75410466392475
20,1479,-217.2981081483864
21,1070,-229.9233455518017
22,1575,-354.46023495425203
23,755,-197.4747601608928
24,1070,-288.05846502409037
25,865,-219.36512073683951
26,1070,-357.9773758654146
27,1275,-363.80793101818557
28,865,-151.34696652521288
29,755,-197.56766142637673
30,865,-191.94007637525567
31,1778,-391.9040790950473
32,1165,-199.60522395044597
33,1070,-265.1281281954352
34,865,-156.59507312522112
35,1069,-217.22977623077193
36,960,-174.39140691307327
37,1155,-209.76102741977064
38,960,-306.80292388994286
39,755,-258.62298812946506
40,1275,-263.9022114970641
41,1070,-210.50957531645437
42,1155,-242.03689826919904
43,660,-165.61702065270214
44,660,-165.92690196574725
45,1155,-195.72696155334356
46,1684,-385.8422171318444
47,960,-273.4013124113009
48,1370,-255.86705717374338
49,1565,-360.60222650770856
50,1778,-342.9163225789646
51,960,-214.28235632205147
52,1575,-290.74725103304945
53,1070,-285.6352873509553
54,660,-205.4989918961315
55,660,-150.85818684738362
56,1070,-239.5292273514253
57,660,-160.6911402104685
58,755,-132.39021306080605
59,1165,-240.43100035503005
60,660,-168.08507276388488
61,1891,-351.7401190305262
62,1370,-311.1184808627978
63,960,-274.5321171961298
64,865,-206.7047520289406
65,1070,-274.67197682141267
66,660,-210.1908607851261
67,1683,-300.24784647847474
68,1575,-365.0515974994603
69,1069,-297.63745052939765
70,950,-251.39968491463543
71,1165,-302.19905094961786
72,1069,-329.14685238734484
73,755,-243.71501123739932
74,660,-165.18462058011005
75,1069,-277.295952644875
76,1565,-352.09055155446777
77,660,-189.7019573499553
78,865,-253.55696769243806
79,1350,-259.70230657115354
80,960,-209.48281992816013
81,1360,-252.00050492611427
82,1165,-232.4721543126323
83,1575,-268.590534034552
84,865,-202.6870415410367
85,960,-307.27551804461507
86,1275,-269.560769299207
87,1165,-140.41919043726682
88,1165,-224.00461205109852
89,1070,-303.5885354865699
90,960,-337.8901674822204
91,865,-218.86964336217088
92,1275,-197.38829973910336
93,1274,-293.21695617989343
94,960,-303.87053540046315
95,865,-279.89772875276844
96,865,-231.9537019237594
97,1164,-253.81222560275256
98,960,-270.3107711751473
99,1769,-299.45097057667186
100,1686,-353.3745021083273
101,1771,-298.8798018336466
102,1369,-328.5184989075714
103,1891,-321.105982698738
104,2092,-316.1931721820921
105,960,-242.4123711264999
106,1479,-361.58911306863234
107,960,-189.59450934957212
108,960,-267.9502339369964
109,2386,-414.910400125969
110,1275,-235.60975440801147
111,1070,-282.3168145908307
112,865,-205.28683620658285
113,1769,-295.00521499752824
114,1165,-263.76631781050116
115,1069,-217.1537852907416
116,1370,-273.05676211279
117,1165,-203.58903645762263
118,1274,-238.8232852453316
119,865,-197.20392182541772
120,1574,-294.7228583210959
121,1165,-317.89344108710765
122,1360,-369.7816656070075
123,1778,-297.37949094427063
124,1778,-319.4464991818823
125,960,-263.184138055626
126,865,-146.6199149954348
127,1683,-367.21269840482785
128,1275,-239.39984934924786
129,1370,-228.88622892455103
130,950,-209.63485255462186
131,1369,-245.1658596239244
132,2580,-361.7683157242693
133,1683,-286.6365195469813
134,1574,-316.6062928497412
135,1274,-280.0783872134315
136,1070,-218.18400972667195
137,1686,-343.8643615740968
138,1274,-337.53930946171425
139,1478,-320.62411289260876
140,2096,-435.26944342582954
141,865,-242.50520665020295
142,1370,-348.63506646826346
143,1770,-349.501111682227
144,1274,-254.15445890981763
145,1275,-204.66070174490605
146,2709,-412.20299069443047
147,1479,-393.7264730970924
148,1781,-401.2372538880253
149,1574,-319.12185331674675
150,960,-206.25628382428562
151,1360,-276.63998970534556
152,1683,-281.4830641451374
153,1070,-176.60311514519987
154,2097,-305.3394500039961
155,1565,-355.98557291027225
156,2297,-420.26515208428765
157,1479,-291.8063855425813
158,1165,-334.3222815400041
159,2300,-372.7526274649059
160,2794,-503.2491340312322
161,1480,-293.71994458016405
162,1069,-235.3025644227156
163,2094,-463.4138197195984
164,2394,-315.7630039966609
165,1370,-333.36831431748004
166,1274,-296.51209700587367
167,1275,-284.0845925930358
168,1069,-235.0689917317794
169,660,-158.90804059105312
170,1370,-256.7072004269703
171,660,-221.33531842779573
172,1481,-284.7711266088437
173,1369,-293.7646621764021
