1,1165,-394.35336847153553
2,755,-226.64242199896802
3,1070,-304.31170461501375
4,1070,-212.06065461760144
5,960,-337.4338404558841
6,1070,-226.37190414444686
7,755,-127.33293001686292
8,1275,-402.9537942508963
9,960,-219.8799890879602
10,960,-236.21858962681108
11,960,-206.55007882123147
12,1164,-275.39307938649756
13,1274,-330.29320990326113
14,1479,-567.6969131073265
15,1275,-387.6608781365064
16,960,-260.33282615218826
17,1165,-204.36868281677192
18,1480,-268.340786385462
19,960,-346.117992666591
20,1686,-291.40176476511476
21,1069,-343.72969874430385
22,660,-170.53186136408888
23,1369,-288.88907578902604
24,660,-148.48783205365334
25,1275,-358.4504030859981
26,1275,-332.9111838723207
27,1479,-402.57873080759583
28,1165,-293.88754958419815
29,865,-216.80490569969993
30,660,-169.83602883947216
31,960,-227.74719947182
32,1070,-316.97808053170206
33,960,-318.2072349231833
34,1165,-284.2651576492304
35,865,-222.0644280708629
36,865,-356.5668168973419
37,865,-205.40993981875474
38,1165,-262.22874624406586
39,1276,-344.45466746788696
40,1069,-269.08363029931814
41,660,-148.72239923323903
42,1566,-309.5170045440464
43,960,-235.00596930225618
44,755,-239.9321278876277
45,960,-253.64809359700945
46,950,-305.48005520703333
47,1576,-378.1425757312215
48,960,-285.59447603418346
49,960,-276.60719660190847
50,865,-295.2489545087422
51,1575,-410.63231797972446
52,1070,-306.5905807956579
53,960,-220.95722470845183
54,1360,-361.25968790377675
55,865,-250.96150980021983
56,755,-213.52703440362143
57,1165,-269.3183260859284
58,755,-307.07245062828366
59,865,-190.2426232181659
60,960,-294.8814645384894
61,660,-204.28492526265268
62,755,-169.97706524612065
63,755,-273.02225158213224
64,660,-169.10132508497028
65,1370,-339.85110009040375
66,755,-301.2904223034178
67,660,-215.50311473310353
68,755,-280.3199180721027
69,865,-200.82181779656753
70,1164,-298.68265225699867
71,755,-320.18994110555303
72,1070,-295.3237308524251
73,1155,-231.1839390651875
74,1360,-309.4615486400382
75,865,-279.17725877137866
76,1274,-355.0199529265062
77,755,-202.0211443800749
78,1276,-283.535288466011
79,660,-176.10114519843194
80,1274,-261.8626666406002
81,755,-206.0996337816203
82,1165,-301.1376268823823
83,1165,-336.035060411699
84,660,-170.0121208635059
85,660,-130.6602811143354
86,755,-274.86686896705737
87,755,-198.20978561336605
88,865,-296.8222058497375
89,660,-224.0645325847351
90,865,-259.3319410757066
91,1155,-301.3342288183668
92,865,-291.0449049322493
93,755,-281.0578999586611
94,1165,-258.96353468623465
95,1165,-268.00720235062073
96,755,-278.6284040563955
97,960,-258.29376541029814
98,660,-254.49829905634107
99,865,-177.8851749201582
100,1070,-308.8368213870428
101,660,-292.33333124652046
102,1369,-278.8104735652028
103,755,-271.01865685099966
104,960,-343.4627505642604
105,1070,-240.4899003521956
106,960,-228.2571497673412
107,755,-243.65306154139813
108,960,-250.3836090382175
109,1359,-234.90356368103974
110,1165,-247.45499337190154
111,660,-207.0418199686567
112,755,-229.5026773019476
113,755,-171.41580090722846
114,755,-253.1173246960972
115,960,-231.31191404564984
116,1165,-278.1879473807824
117,755,-277.72770363341715
118,660,-181.39766271419447
119,660,-208.96493043285147
120,960,-258.4510984134555
121,960,-258.1842759210703
122,865,-269.63879523041584
123,660,-253.43897946372923
124,865,-260.50850397178505
125,660,-354.1730562486577
126,755,-262.3581495712153
127,1565,-332.7082652653285
128,1070,-312.12953649762017
129,660,-203.5806258108253
130,950,-248.63924906473085
131,960,-306.2123490512011
132,755,-297.34499104850175
133,1369,-308.6044297600378
134,1686,-349.1408755599492
135,660,-306.89989217530086
136,755,-203.25857832314657
137,960,-292.031209525791
138,1069,-198.24993826969953
139,865,-318.82954121770115
140,660,-243.7569705187348
141,865,-272.5383545039489
142,865,-290.27249779389336
143,1070,-210.74770773076793
144,865,-261.3534966455397
145,1369,-395.6949977610809
146,960,-275.77621969171946
147,755,-207.48653370070778
148,660,-187.65757639933705
149,1070,-188.20830493370065
150,960,-291.20903027638354
151,865,-341.47760062083114
152,960,-288.4845586983131
153,660,-199.21566918273498
